identifier	lang_code	language	n_transcribed	dom_script	ipa_density	ipa_char_ratio	nonascii_ratio	americanist_ratio	transcription_system
rosettaproject_mym_swadesh-1	mym	Me'en	97	Latin	0.423	0.115	0.236	0.064	ipa_dense
rosettaproject_mzb_swadesh-1	mzb	Tumzabt	189	Latin	0.746	0.28	0.335	0.003	ipa_dense
rosettaproject_mze_swadesh-1	mze	Morawa	187	Latin	0.086	0.017	0.016	0.0	light_ipa
rosettaproject_mzu_swadesh-1	mzu	Inapang	21	Latin	0.238	0.069	0.149	0.0	light_ipa
rosettaproject_nas_swadesh-1	nas	Naasioi	465	Latin	0.123	0.023	0.079	0.0	light_ipa
rosettaproject_nax_swadesh-1	nax	Nakwi	241	Latin	0.307	0.094	0.164	0.0	ipa_dense
rosettaproject_nbj_swadesh-1	nbj	Ngarinman	18	Latin	0.5	0.103	0.214	0.0	ipa_dense
rosettaproject_nbk_swadesh-1	nbk	Nake	374	Latin	0.291	0.099	0.12	0.002	ipa_dense
rosettaproject_nbq_swadesh-1	nbq	Nggem	19	Latin	0.737	0.301	0.32	0.0	ipa_dense
rosettaproject_nbx_swadesh-1	nbx	Ngura	472	Latin	0.133	0.029	0.128	0.0	light_ipa
rosettaproject_nby_swadesh-1	nby	Ningera	1	Latin	0.0	0.0	0.0	0.0	plain_ascii
rosettaproject_nca_swadesh-1	nca	Iyo	51	Latin	0.196	0.065	0.09	0.0	light_ipa
rosettaproject_nce_swadesh-1	nce	Yale	439	Latin	0.474	0.134	0.193	0.003	ipa_dense
rosettaproject_nck_swadesh-1	nck	Nakara	30	Latin	0.633	0.104	0.148	0.0	ipa_dense
rosettaproject_ncm_swadesh-1	ncm	Nambo	630	Latin	0.049	0.009	0.032	0.01	americanist
rosettaproject_nco_swadesh-1	nco	Sibe	319	Latin	0.574	0.155	0.177	0.0	ipa_dense
rosettaproject_ndt_swadesh-1	ndt	Ndunga	215	Latin	0.656	0.183	0.615	0.016	ipa_dense
rosettaproject_ndv_swadesh-1	ndv	Ndut	133	Latin	0.684	0.26	0.3	0.02	ipa_dense
rosettaproject_ndx_swadesh-1	ndx	Nduga	111	Latin	0.081	0.018	0.037	0.0	light_ipa
rosettaproject_ndz_swadesh-1	ndz	Ndogo	7	Latin	0.429	0.176	0.176	0.0	ipa_dense
rosettaproject_nec_swadesh-1	nec	Nedebang	191	Latin	0.424	0.143	0.187	0.0	ipa_dense
rosettaproject_nej_swadesh-1	nej	Neko	31	Latin	0.226	0.058	0.081	0.0	light_ipa
rosettaproject_nem_swadesh-1	nem	Nemi	183	Latin	0.142	0.038	0.144	0.0	light_ipa
rosettaproject_nen_swadesh-1	nen	Nengone	178	Latin	0.039	0.008	0.113	0.042	americanist
rosettaproject_ner_swadesh-1	ner	Yahadian	208	Latin	0.0	0.0	0.003	0.0	plain_ascii
rosettaproject_net_swadesh-1	net	Nete	82	Latin	0.695	0.203	0.242	0.004	ipa_dense
rosettaproject_new_swadesh-1	new	Newar	129	Latin	0.132	0.028	0.023	0.0	light_ipa
rosettaproject_nga_swadesh-1	nga	Ngbaka	414	Latin	0.469	0.147	0.395	0.0	ipa_dense
rosettaproject_ngh_swadesh-1	ngh	N/u	389	Latin	0.419	0.127	0.33	0.022	ipa_dense
rosettaproject_ngk_swadesh-1	ngk	Ngalkbun	643	Latin	0.586	0.161	0.213	0.0	ipa_dense
rosettaproject_ngr_swadesh-1	ngr	Nagu	472	Latin	0.189	0.058	0.151	0.001	light_ipa
rosettaproject_nhr_swadesh-1	nhr	Naro	337	Latin	0.362	0.096	0.302	0.051	ipa_dense
rosettaproject_nib_swadesh-1	nib	Nakama	51	Latin	0.176	0.052	0.094	0.0	light_ipa
rosettaproject_nid_swadesh-1	nid	Ngandi	562	Latin	0.399	0.08	0.191	0.0	ipa_dense
rosettaproject_nif_swadesh-1	nif	Nek	51	Latin	0.294	0.096	0.105	0.0	ipa_dense
rosettaproject_nig_swadesh-1	nig	Ngalakan	519	Latin	0.584	0.149	0.227	0.0	ipa_dense
rosettaproject_nir_swadesh-1	nir	Nimboran	441	Latin	0.145	0.039	0.133	0.0	light_ipa
rosettaproject_nis_swadesh-1	nis	Nimi	53	Latin	0.264	0.077	0.139	0.0	ipa_dense
rosettaproject_nit_swadesh-1	nit	Kolami, Southeastern	66	Latin	0.0	0.0	0.146	0.0	latin_diacritic
rosettaproject_niv_swadesh-1	niv	Gilyak	63	Latin	0.0	0.0	0.0	0.0	plain_ascii
rosettaproject_niw_swadesh-1	niw	Nimo	258	Latin	0.368	0.108	0.179	0.0	ipa_dense
rosettaproject_niz_swadesh-1	niz	Ningil	181	Latin	0.133	0.03	0.141	0.0	light_ipa
rosettaproject_nji_swadesh-1	nji	Gudanji	17	Latin	0.765	0.144	0.187	0.0	ipa_dense
rosettaproject_njl_swadesh-1	njl	Njalgulgule	2	Latin	0.0	0.0	0.0	0.0	plain_ascii
rosettaproject_nlc_swadesh-1	nlc	Nalca	59	Latin	0.0	0.0	0.034	0.0	latin_diacritic
rosettaproject_nld_swadesh-1	nld	Dutch	371	Latin	0.0	0.0	0.064	0.0	latin_diacritic
rosettaproject_nna_swadesh-1	nna	Nyangumarta	30	Latin	0.367	0.088	0.151	0.0	ipa_dense
rosettaproject_nnt_swadesh-1	nnt	Nanticoke	104	Latin	0.019	0.002	0.004	0.0	plain_ascii
rosettaproject_noc_swadesh-1	noc	Nuk	51	Latin	0.275	0.094	0.123	0.0	ipa_dense
rosettaproject_noh_swadesh-1	noh	Nomu	53	Latin	0.113	0.051	0.074	0.0	light_ipa
rosettaproject_nop_swadesh-1	nop	Numanggang	52	Latin	0.077	0.022	0.075	0.0	light_ipa
rosettaproject_nou_swadesh-1	nou	Ewage-Notu	57	Latin	0.053	0.011	0.048	0.0	light_ipa
rosettaproject_noz_swadesh-1	noz	Nayi	98	Latin	0.184	0.044	0.126	0.078	light_ipa
rosettaproject_nqm_swadesh-1	nqm	Ndom	337	Latin	0.214	0.053	0.081	0.001	light_ipa
rosettaproject_nsg_swadesh-1	nsg	Ngasa	7	Latin	0.571	0.27	0.745	0.027	ipa_dense
rosettaproject_nud_swadesh-1	nud	Ngala	300	Latin	0.35	0.118	0.233	0.0	ipa_dense
rosettaproject_nug_swadesh-1	nug	Nungali	55	Latin	0.309	0.055	0.117	0.0	ipa_dense
rosettaproject_nus_swadesh-1	nus	Nuer	299	Latin	0.268	0.09	0.123	0.018	ipa_dense
rosettaproject_nux_swadesh-1	nux	Mehek	69	Latin	0.029	0.007	0.01	0.0	plain_ascii
rosettaproject_nuy_swadesh-1	nuy	Nunggubuyu	676	Latin	0.368	0.077	0.191	0.0	ipa_dense
rosettaproject_nxr_swadesh-1	nxr	Ninggerum	165	Latin	0.024	0.005	0.023	0.0	latin_diacritic
rosettaproject_nxu_swadesh-1	nxu	Narau	23	Latin	0.0	0.0	0.0	0.0	plain_ascii
rosettaproject_nyh_swadesh-1	nyh	Nyigina	19	Latin	0.368	0.065	0.14	0.0	ipa_dense
rosettaproject_nyi_swadesh-1	nyi	Ama	122	Latin	0.426	0.153	0.4	0.012	ipa_dense
rosettaproject_nyp_swadesh-1	nyp	Nyang'i	94	Latin	0.383	0.132	0.193	0.047	ipa_dense
rosettaproject_nys_swadesh-1	nys	Nyunga	210	Latin	0.105	0.023	0.243	0.0	light_ipa
rosettaproject_nyt_swadesh-1	nyt	Nyawaygi	222	Latin	0.414	0.101	0.151	0.0	ipa_dense
rosettaproject_nyw_swadesh-1	nyw	Nyaw	21	Latin	0.381	0.092	0.14	0.0	ipa_dense
rosettaproject_ojs_swadesh-1	ojs	Ojibwa, Severn	204	Latin	0.0	0.0	0.0	0.0	plain_ascii
rosettaproject_okj_swadesh-1	okj	Oko-Juwoi	685	Latin	0.46	0.131	0.121	0.0	ipa_dense
rosettaproject_omo_swadesh-1	omo	Utarmbung	373	Latin	0.276	0.076	0.132	0.0	ipa_dense
rosettaproject_ong_swadesh-1	ong	Olo	154	Latin	0.091	0.018	0.078	0.0	light_ipa
rosettaproject_onj_swadesh-1	onj	Onjob	45	Latin	0.044	0.01	0.022	0.0	latin_diacritic
rosettaproject_onn_swadesh-1	onn	Onobasulu	227	Latin	0.145	0.041	0.091	0.0	light_ipa
rosettaproject_ons_swadesh-1	ons	Ono	314	Latin	0.029	0.009	0.042	0.0	latin_diacritic
rosettaproject_opm_swadesh-1	opm	Oksapmin	315	Latin	0.098	0.02	0.02	0.0	light_ipa
rosettaproject_opo_swadesh-1	opo	Opao	128	Latin	0.008	0.001	0.028	0.0	latin_diacritic
rosettaproject_oro_swadesh-1	oro	Orokolo	593	Latin	0.015	0.003	0.026	0.0	latin_diacritic
rosettaproject_otr_swadesh-1	otr	Otoro	315	Latin	0.524	0.194	0.558	0.024	ipa_dense
rosettaproject_oua_swadesh-1	oua	Tagargrent	218	Latin	0.037	0.008	0.079	0.033	americanist
rosettaproject_oun_swadesh-1	oun	!O!ung	284	Latin	0.306	0.108	0.316	0.026	ipa_dense
rosettaproject_owi_swadesh-1	owi	Owiniga	224	Latin	0.281	0.063	0.114	0.0	ipa_dense
rosettaproject_oyd_swadesh-1	oyd	Oyda	96	Latin	0.74	0.204	0.247	0.038	ipa_dense
rosettaproject_pag_swadesh-1	pag	Pangasinan	257	Latin	0.0	0.0	0.193	0.0	latin_diacritic
rosettaproject_pam_swadesh-1	pam	Pampangan	139	Latin	0.0	0.0	0.038	0.0	latin_diacritic
rosettaproject_pap_swadesh-1	pap	Papiamentu	102	Latin	0.069	0.018	0.175	0.0	light_ipa
rosettaproject_pbo_swadesh-1	pbo	Papel	127	Latin	0.819	0.21	0.413	0.027	ipa_dense
rosettaproject_pbp_swadesh-1	pbp	Badyara	120	Latin	0.758	0.171	0.368	0.027	ipa_dense
rosettaproject_pbt_swadesh-1	pbt	Pashto, Southern	99	Arabic	0.0	0.0	0.994	0.0	native:Arabic
rosettaproject_pby_swadesh-1	pby	Pyu	237	Latin	0.384	0.144	0.224	0.001	ipa_dense
rosettaproject_pci_swadesh-1	pci	Duruwa	74	Latin	0.0	0.0	0.136	0.0	latin_diacritic
rosettaproject_pda_swadesh-1	pda	Anam	379	Latin	0.195	0.041	0.104	0.0	light_ipa
rosettaproject_pdc_swadesh-1	pdc	German, Pennsylvania	120	Latin	0.0	0.0	0.0	0.0	plain_ascii
rosettaproject_ped_swadesh-1	ped	Mala	344	Latin	0.247	0.068	0.096	0.0	light_ipa
rosettaproject_peg_swadesh-1	peg	Pengo	63	Latin	0.0	0.0	0.2	0.0	latin_diacritic
rosettaproject_pep_swadesh-1	pep	Kunja	226	Latin	0.009	0.001	0.021	0.004	latin_diacritic
rosettaproject_pes_swadesh-1	pes	Farsi, Western	100	Arabic	0.0	0.0	0.991	0.0	native:Arabic
rosettaproject_pgu_swadesh-1	pgu	Pagu	528	Latin	0.068	0.014	0.045	0.002	light_ipa
rosettaproject_pjt_swadesh-1	pjt	Pitjantjatjara	19	Latin	0.421	0.119	0.115	0.0	ipa_dense
rosettaproject_pla_swadesh-1	pla	Miani	211	Latin	0.431	0.126	0.119	0.0	ipa_dense
rosettaproject_plw_swadesh-1	plw	Palawano, Brooke's Point	184	Latin	0.663	0.153	0.17	0.0	ipa_dense
rosettaproject_pma_swadesh-1	pma	Paama	182	Latin	0.0	0.0	0.07	0.0	latin_diacritic
rosettaproject_pmr_swadesh-1	pmr	Paynamar	376	Latin	0.263	0.057	0.12	0.0	ipa_dense
rosettaproject_pnb_swadesh-1	pnb	Panjabi, Western	194	Latin	0.0	0.0	0.0	0.0	plain_ascii
rosettaproject_pnn_swadesh-1	pnn	Pinai-Hagahai	582	Latin	0.445	0.155	0.298	0.007	ipa_dense
rosettaproject_pnr_swadesh-1	pnr	Panim	338	Latin	0.246	0.077	0.091	0.001	light_ipa
rosettaproject_pnw_swadesh-1	pnw	Panytyima	272	Latin	0.349	0.068	0.189	0.0	ipa_dense
rosettaproject_poc_swadesh-1	poc	Poqomam	258	Latin	0.0	0.0	0.016	0.0	latin_diacritic
rosettaproject_pol_swadesh-1	pol	Polish	216	Latin	0.0	0.0	0.139	0.0	latin_diacritic
rosettaproject_pon_swadesh-1	pon	Pohnpeian	180	Latin	0.217	0.059	0.208	0.0	light_ipa
rosettaproject_por_swadesh-1	por	Portuguese	305	Latin	0.0	0.0	0.02	0.0	latin_diacritic
rosettaproject_ppe_swadesh-1	ppe	Papi	135	Latin	0.244	0.045	0.088	0.0	light_ipa
rosettaproject_ppk_swadesh-1	ppk	Uma	182	Latin	0.5	0.099	0.164	0.01	ipa_dense
rosettaproject_ppo_swadesh-1	ppo	Folopa	746	Latin	0.111	0.023	0.052	0.0	light_ipa
rosettaproject_ppq_swadesh-1	ppq	Pei	70	Latin	0.786	0.228	0.238	0.0	ipa_dense
rosettaproject_ppt_swadesh-1	ppt	Pare	248	Latin	0.27	0.081	0.137	0.0	ipa_dense
rosettaproject_pqm_swadesh-1	pqm	Malecite-Passamaquoddy	159	Latin	0.0	0.0	0.0	0.0	plain_ascii
rosettaproject_prm_swadesh-1	prm	Kibiri	185	Latin	0.205	0.083	0.102	0.0	light_ipa
rosettaproject_pru_swadesh-1	pru	Puragi	182	Latin	0.049	0.01	0.011	0.0	latin_diacritic
rosettaproject_prw_swadesh-1	prw	Parawen	361	Latin	0.288	0.083	0.117	0.0	ipa_dense
rosettaproject_psa_swadesh-1	psa	Awyu, Asue	363	Latin	0.118	0.026	0.086	0.0	light_ipa
rosettaproject_pss_swadesh-1	pss	Kaulong	181	Latin	0.017	0.006	0.075	0.0	latin_diacritic
rosettaproject_puo_swadesh-1	puo	Puoc	94	Latin	0.596	0.206	0.233	0.0	ipa_dense
rosettaproject_pup_swadesh-1	pup	Pulabu	300	Latin	0.27	0.083	0.123	0.0	ipa_dense
rosettaproject_pwa_swadesh-1	pwa	Pawaia	387	Latin	0.245	0.073	0.122	0.006	light_ipa
rosettaproject_pwm_swadesh-1	pwm	Molbog	182	Latin	0.258	0.053	0.081	0.003	ipa_dense
rosettaproject_pwn_swadesh-1	pwn	Paiwan	177	Latin	0.565	0.156	0.275	0.0	ipa_dense
rosettaproject_quc_swadesh-1	quc	K'iche'	25	Latin	0.0	0.0	0.019	0.0	latin_diacritic
rosettaproject_rac_swadesh-1	rac	Rasawa	285	Latin	0.147	0.034	0.08	0.0	light_ipa
rosettaproject_ran_swadesh-1	ran	Riantana	332	Latin	0.142	0.033	0.098	0.02	light_ipa
rosettaproject_rao_swadesh-1	rao	Rao	440	Latin	0.198	0.064	0.141	0.008	light_ipa
rosettaproject_rap_swadesh-1	rap	Rapa Nui	197	Latin	0.254	0.064	0.106	0.0	ipa_dense
rosettaproject_ras_swadesh-1	ras	Tegali	175	Latin	0.394	0.129	0.219	0.005	ipa_dense
rosettaproject_rbb_swadesh-1	rbb	Palaung, Rumai	89	Latin	0.461	0.136	0.231	0.015	ipa_dense
rosettaproject_rea_swadesh-1	rea	Rerau	299	Latin	0.194	0.051	0.086	0.0	light_ipa
rosettaproject_rel_swadesh-1	rel	Rendille	90	Latin	0.3	0.084	0.177	0.024	ipa_dense
rosettaproject_rhp_swadesh-1	rhp	Yahang	72	Latin	0.083	0.022	0.062	0.0	light_ipa
rosettaproject_rif_swadesh-1	rif	Tarifit	418	Latin	0.234	0.055	0.217	0.041	light_ipa
rosettaproject_rit_swadesh-1	rit	Ritarungo	245	Latin	0.241	0.049	0.145	0.0	light_ipa
rosettaproject_rmb_swadesh-1	rmb	Rembarunga	234	Latin	0.44	0.102	0.159	0.0	ipa_dense
rosettaproject_rmk_swadesh-1	rmk	Romkun	19	Latin	0.263	0.093	0.184	0.0	ipa_dense
rosettaproject_rmp_swadesh-1	rmp	Rempi	385	Latin	0.304	0.101	0.121	0.004	ipa_dense
rosettaproject_ron_swadesh-1	ron	Romanian	220	Latin	0.0	0.0	0.094	0.0	latin_diacritic
rosettaproject_roo_swadesh-1	roo	Rotokas	350	Latin	0.029	0.006	0.043	0.0	latin_diacritic
rosettaproject_rou_swadesh-1	rou	Runga	502	Latin	0.516	0.142	0.408	0.006	ipa_dense
rosettaproject_rpt_swadesh-1	rpt	Rapting	377	Latin	0.26	0.081	0.079	0.001	ipa_dense
rosettaproject_rtm_swadesh-1	rtm	Rotuman	184	Latin	0.38	0.103	0.149	0.01	ipa_dense
rosettaproject_rug_swadesh-1	rug	Roviana	185	Latin	0.108	0.021	0.04	0.0	light_ipa
rosettaproject_rus_swadesh-1	rus	Russian	300	Cyrillic	0.0	0.0	0.762	0.0	native:Cyrillic
rosettaproject_rwa_swadesh-1	rwa	Rawo	102	Latin	0.647	0.213	0.267	0.0	ipa_dense
rosettaproject_rwo_swadesh-1	rwo	Rawa	50	Latin	0.24	0.07	0.103	0.0	light_ipa
rosettaproject_ryu_swadesh-1	ryu	Okinawan, Central	46	Latin	0.0	0.0	0.0	0.0	plain_ascii
rosettaproject_sad_swadesh-1	sad	Sandawe	606	Latin	0.447	0.118	0.255	0.01	ipa_dense
rosettaproject_saj_swadesh-1	saj	Sahu	590	Latin	0.0	0.0	0.014	0.0	latin_diacritic
rosettaproject_sao_swadesh-1	sao	Sause	96	Latin	0.062	0.015	0.055	0.0	light_ipa
rosettaproject_sas_swadesh-1	sas	Sasak	179	Latin	0.514	0.133	0.195	0.01	ipa_dense
rosettaproject_sat_swadesh-1	sat	Santali	98	Latin	0.265	0.073	0.095	0.0	ipa_dense
rosettaproject_sav_swadesh-1	sav	Saafi-Saafi	133	Latin	0.647	0.231	0.281	0.022	ipa_dense
rosettaproject_saw_swadesh-1	saw	Sawi	151	Latin	0.325	0.077	0.077	0.0	ipa_dense
rosettaproject_sba_swadesh-1	sba	Ngambay	53	Latin	0.736	0.322	0.522	0.0	ipa_dense
rosettaproject_sbf_swadesh-1	sbf	Shabo	307	Latin	0.342	0.084	0.148	0.045	ipa_dense
rosettaproject_sbi_swadesh-1	sbi	Seti	84	Latin	0.262	0.065	0.111	0.0	ipa_dense
rosettaproject_scn_swadesh-1	scn	Sicilian	132	Latin	0.0	0.0	0.02	0.0	latin_diacritic
rosettaproject_sds_swadesh-1	sds	Sened	44	Latin	0.523	0.159	0.234	0.039	ipa_dense
rosettaproject_sea_swadesh-1	sea	Semai	96	Latin	0.635	0.211	0.219	0.0	ipa_dense
rosettaproject_sej_swadesh-1	sej	Sene	51	Latin	0.373	0.119	0.137	0.0	ipa_dense
rosettaproject_seo_swadesh-1	seo	Suarmin	1	Latin	0.0	0.0	0.0	0.0	plain_ascii
rosettaproject_ses_swadesh-1	ses	Songhay, Koyraboro Senni	520	Latin	0.242	0.061	0.097	0.014	light_ipa
rosettaproject_set_swadesh-1	set	Sentani	904	Latin	0.114	0.028	0.087	0.001	light_ipa
rosettaproject_she_swadesh-1	she	Sheko	204	Latin	0.838	0.25	0.305	0.067	ipa_dense
rosettaproject_shi_swadesh-1	shi	Tachelhit	68	Latin	0.412	0.097	0.158	0.018	ipa_dense
rosettaproject_shj_swadesh-1	shj	Shatt	189	Latin	0.407	0.109	0.204	0.038	ipa_dense
rosettaproject_shk_swadesh-1	shk	Shilluk	97	Latin	0.825	0.304	0.43	0.051	ipa_dense
rosettaproject_shu_swadesh-1	shu	Arabic, Chadian Spoken	101	Latin	0.663	0.158	0.194	0.0	ipa_dense
rosettaproject_shw_swadesh-1	shw	Shwai	271	Latin	0.661	0.241	0.571	0.007	ipa_dense
rosettaproject_shy_swadesh-1	shy	Tachawit	169	Latin	0.053	0.013	0.071	0.027	light_ipa
rosettaproject_sid_swadesh-1	sid	Sidamo	131	Latin	0.603	0.156	0.221	0.049	ipa_dense
rosettaproject_siq_swadesh-1	siq	Sonia	162	Latin	0.426	0.136	0.266	0.001	ipa_dense
rosettaproject_siw_swadesh-1	siw	Siwai	376	Latin	0.319	0.093	0.116	0.0	ipa_dense
rosettaproject_six_swadesh-1	six	Sumau	385	Latin	0.327	0.101	0.112	0.0	ipa_dense
rosettaproject_siz_swadesh-1	siz	Siwi	242	Latin	0.624	0.19	0.253	0.031	ipa_dense
rosettaproject_sjg_swadesh-1	sjg	Assangori	100	Latin	0.53	0.15	0.255	0.025	ipa_dense
rosettaproject_sjs_swadesh-1	sjs	Senhaja de Srair	301	Latin	0.336	0.094	0.215	0.019	ipa_dense
rosettaproject_skc_swadesh-1	skc	Sauk	52	Latin	0.327	0.093	0.113	0.0	ipa_dense
rosettaproject_ski_swadesh-1	ski	Sika	181	Latin	0.403	0.096	0.166	0.0	ipa_dense
rosettaproject_skm_swadesh-1	skm	Sakam	54	Latin	0.407	0.128	0.137	0.0	ipa_dense
rosettaproject_sks_swadesh-1	sks	Maia	670	Latin	0.169	0.043	0.08	0.0	light_ipa
rosettaproject_skv_swadesh-1	skv	Skou	173	Latin	0.324	0.091	0.146	0.0	ipa_dense
rosettaproject_slk_swadesh-1	slk	Slovak	242	Latin	0.0	0.0	0.183	0.033	americanist
rosettaproject_sll_swadesh-1	sll	Salt-Yui	131	Latin	0.015	0.004	0.037	0.0	latin_diacritic
rosettaproject_slw_swadesh-1	slw	Sialum	54	Latin	0.037	0.019	0.047	0.0	latin_diacritic
rosettaproject_smb_swadesh-1	smb	Simbari	103	Latin	0.0	0.0	0.1	0.0	latin_diacritic
rosettaproject_smc_swadesh-1	smc	Som	50	Latin	0.42	0.119	0.148	0.0	ipa_dense
rosettaproject_smo_swadesh-1	smo	Samoan	185	Latin	0.216	0.055	0.116	0.0	light_ipa
rosettaproject_smq_swadesh-1	smq	Samo	265	Latin	0.272	0.086	0.221	0.0	ipa_dense
rosettaproject_snc_swadesh-1	snc	Sinaugoro	177	Latin	0.282	0.071	0.101	0.0	ipa_dense
rosettaproject_snf_swadesh-1	snf	Noon	134	Latin	0.769	0.263	0.306	0.027	ipa_dense
rosettaproject_snk_swadesh-1	snk	Soninke	125	Latin	0.856	0.23	0.443	0.014	ipa_dense
rosettaproject_snp_swadesh-1	snp	Siane	297	Latin	0.057	0.011	0.024	0.0	light_ipa
rosettaproject_snr_swadesh-1	snr	Sihan	410	Latin	0.363	0.13	0.135	0.0	ipa_dense
rosettaproject_snx_swadesh-1	snx	Sam	357	Latin	0.289	0.078	0.116	0.001	ipa_dense
rosettaproject_sny_swadesh-1	sny	Saniyo-Hiyewe	296	Latin	0.389	0.107	0.102	0.0	ipa_dense
rosettaproject_snz_swadesh-1	snz	Sinsauru	354	Latin	0.277	0.074	0.084	0.0	ipa_dense
rosettaproject_soh_swadesh-1	soh	Aka	201	Latin	0.841	0.253	0.286	0.001	ipa_dense
rosettaproject_som_swadesh-1	som	Somali	96	Latin	0.531	0.127	0.153	0.011	ipa_dense
rosettaproject_sow_swadesh-1	sow	Sowanda	273	Latin	0.176	0.049	0.064	0.001	light_ipa
rosettaproject_spa_swadesh-1	spa	Spanish	260	Latin	0.0	0.0	0.019	0.0	latin_diacritic
rosettaproject_spd_swadesh-1	spd	Saep	381	Latin	0.247	0.066	0.1	0.0	light_ipa
rosettaproject_spi_swadesh-1	spi	Saponi	349	Latin	0.473	0.148	0.149	0.011	ipa_dense
rosettaproject_spl_swadesh-1	spl	Selepet	252	Latin	0.306	0.099	0.155	0.0	ipa_dense
rosettaproject_spm_swadesh-1	spm	Sepen	23	Latin	0.348	0.108	0.187	0.0	ipa_dense
rosettaproject_srb_swadesh-1	srb	Sora	100	Latin	0.33	0.091	0.106	0.0	ipa_dense
rosettaproject_srl_swadesh-1	srl	Isirawa	476	Latin	0.155	0.037	0.06	0.006	light_ipa
rosettaproject_srm_swadesh-1	srm	Saramaccan	112	Latin	0.0	0.0	0.228	0.0	latin_diacritic
rosettaproject_srn_swadesh-1	srn	Sranan	177	Latin	0.0	0.0	0.182	0.0	latin_diacritic
rosettaproject_srr_swadesh-1	srr	Serer-Sine	131	Latin	0.702	0.269	0.327	0.014	ipa_dense
rosettaproject_ssd_swadesh-1	ssd	Siroi	321	Latin	0.137	0.03	0.059	0.0	light_ipa
rosettaproject_sse_swadesh-1	sse	Balangingi	182	Latin	0.264	0.052	0.092	0.0	ipa_dense
rosettaproject_ssj_swadesh-1	ssj	Sausi	389	Latin	0.293	0.09	0.098	0.0	ipa_dense
rosettaproject_ssx_swadesh-1	ssx	Samberigi	234	Latin	0.145	0.041	0.062	0.0	light_ipa
rosettaproject_ssy_swadesh-1	ssy	Saho	95	Latin	0.263	0.057	0.094	0.0	ipa_dense
rosettaproject_stf_swadesh-1	stf	Seta	72	Latin	0.208	0.059	0.111	0.0	light_ipa
rosettaproject_sua_swadesh-1	sua	Sulka	305	Latin	0.115	0.025	0.045	0.0	light_ipa
rosettaproject_sue_swadesh-1	sue	Suena	95	Latin	0.0	0.0	0.005	0.0	plain_ascii
rosettaproject_sui_swadesh-1	sui	Suki	268	Latin	0.063	0.017	0.025	0.0	light_ipa
rosettaproject_sun_swadesh-1	sun	Sunda	203	Latin	0.192	0.054	0.126	0.02	light_ipa
rosettaproject_suq_swadesh-1	suq	Suri	95	Latin	0.6	0.174	0.254	0.033	ipa_dense
rosettaproject_svs_swadesh-1	svs	Savosavo	535	Latin	0.092	0.021	0.043	0.001	light_ipa
rosettaproject_swe_swadesh-1	swe	Swedish	190	Latin	0.0	0.0	0.075	0.0	latin_diacritic
rosettaproject_swm_swadesh-1	swm	Samosa	360	Latin	0.256	0.076	0.096	0.001	ipa_dense
rosettaproject_swn_swadesh-1	swn	Sawknah	64	Latin	0.547	0.123	0.225	0.066	ipa_dense
rosettaproject_swt_swadesh-1	swt	Sawila	205	Latin	0.4	0.104	0.162	0.002	ipa_dense
rosettaproject_syc_swadesh-1	syc	Syriac	57	Latin	0.86	0.249	0.357	0.024	ipa_dense
rosettaproject_sys_swadesh-1	sys	Sinyar	55	Latin	0.545	0.167	0.267	0.009	ipa_dense
rosettaproject_sza_swadesh-1	sza	Semelai	99	Latin	0.616	0.235	0.269	0.0	ipa_dense
rosettaproject_szb_swadesh-1	szb	Ngalum	33	Latin	0.0	0.0	0.031	0.0	latin_diacritic
rosettaproject_szc_swadesh-1	szc	Semaq Beri	84	Latin	0.726	0.28	0.323	0.0	ipa_dense
rosettaproject_szp_swadesh-1	szp	Suabo	466	Latin	0.011	0.002	0.036	0.0	latin_diacritic
rosettaproject_szw_swadesh-1	szw	Sawai	185	Latin	0.67	0.213	0.215	0.008	ipa_dense
rosettaproject_tad_swadesh-1	tad	Tause	543	Latin	0.223	0.054	0.073	0.01	light_ipa
rosettaproject_tag_swadesh-1	tag	Tagoi	408	Latin	0.431	0.141	0.44	0.002	ipa_dense
rosettaproject_tah_swadesh-1	tah	Tahitian	184	Latin	0.451	0.108	0.166	0.0	ipa_dense
rosettaproject_tam_swadesh-1	tam	Tamil	117	Latin	0.0	0.0	0.218	0.007	latin_diacritic
rosettaproject_tao_swadesh-1	tao	Yami	185	Latin	0.27	0.059	0.162	0.008	ipa_dense
rosettaproject_tat_swadesh-1	tat	Tatar	204	Latin	0.0	0.0	0.2	0.0	latin_diacritic
rosettaproject_tay_swadesh-1	tay	Atayal	183	Latin	0.612	0.138	0.253	0.033	ipa_dense
rosettaproject_taz_swadesh-1	taz	Tocho	195	Latin	0.79	0.3	0.637	0.052	ipa_dense
rosettaproject_tbc_swadesh-1	tbc	Takia	180	Latin	0.006	0.001	0.027	0.0	latin_diacritic
rosettaproject_tbd_swadesh-1	tbd	Kaki Ae	414	Latin	0.621	0.239	0.252	0.0	ipa_dense
rosettaproject_tbg_swadesh-1	tbg	Tairora, North	631	Latin	0.239	0.043	0.063	0.0	light_ipa
rosettaproject_tbh_swadesh-1	tbh	Thurawal	123	Latin	0.35	0.082	0.193	0.0	ipa_dense
rosettaproject_tbi_swadesh-1	tbi	Gaam	82	Latin	0.5	0.148	0.171	0.015	ipa_dense
