identifier	lang_code	language	kind	n_entries	n_canonical	n_extra	sahul_fauna	body_part	kinship_age	time_deixis	weather	dual_clusivity	has_dual	category
rosettaproject_yuj_swadesh-1	yuj	Karkar-Yuri	transcription	1018	858	30	4	6	4	3	0	4	1	sahul_extended
rosettaproject_yul_swadesh-1	yul	Yulu	transcription	54	54	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_yur_swadesh-1	yur	Yurok	transcription	183	183	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_yut_swadesh-1	yut	Yopno	transcription	90	84	3	0	1	2	0	0	0	0	lightly_extended
rosettaproject_yuw_swadesh-1	yuw	Yau	transcription	191	188	1	0	0	1	0	0	0	0	core_swadesh
rosettaproject_yva_swadesh-1	yva	Yawa	transcription	682	553	32	1	6	2	1	2	4	1	extended_worldwide
rosettaproject_yyu_swadesh-1	yyu	Yau	transcription	71	68	3	0	1	0	0	0	1	0	core_swadesh
rosettaproject_zag_swadesh-1	zag	Zaghawa	transcription	25	25	0	0	0	0	0	0	0	0	core_swadesh
rosettaproject_zay_swadesh-1	zay	Zaysete	transcription	116	112	3	0	0	0	0	0	0	0	core_swadesh
rosettaproject_zen_swadesh-1	zen	Zenaga	transcription	293	246	38	0	15	6	2	0	0	0	extended_worldwide
rosettaproject_zgr_swadesh-1	zgr	Magori	transcription	55	49	4	0	2	0	0	0	0	0	core_swadesh
rosettaproject_zia_swadesh-1	zia	Zia	transcription	76	67	6	0	0	1	0	0	4	1	core_swadesh
rosettaproject_zik_swadesh-1	zik	Zimakani	transcription	438	342	33	3	14	4	2	1	0	0	sahul_extended
rosettaproject_zma_swadesh-1	zma	Manda	transcription	146	113	27	5	7	0	3	0	6	1	sahul_extended
rosettaproject_zmc_swadesh-1	zmc	Margany	transcription	348	264	49	3	17	6	3	2	4	1	sahul_extended
rosettaproject_zmd_swadesh-1	zmd	Maridan	transcription	112	91	21	5	6	0	3	0	1	0	sahul_extended
rosettaproject_zme_swadesh-1	zme	Mangerr	transcription	248	185	52	5	15	6	3	2	6	1	sahul_extended
rosettaproject_zmj_swadesh-1	zmj	Maridjabin	transcription	119	97	22	5	7	0	3	0	1	0	sahul_extended
rosettaproject_zml_swadesh-1	zml	Madngele	transcription	232	186	24	5	7	0	3	0	3	1	sahul_extended
rosettaproject_zmm_swadesh-1	zmm	Marimanindji	transcription	136	106	27	5	7	0	3	0	6	1	sahul_extended
rosettaproject_zmo_swadesh-1	zmo	Molo	transcription	186	167	18	0	3	3	2	0	0	0	extended_worldwide
rosettaproject_zmr_swadesh-1	zmr	Maranunggu	transcription	293	219	51	5	15	5	4	2	6	1	sahul_extended
rosettaproject_zmt_swadesh-1	zmt	Maringarr	transcription	139	105	27	5	7	0	3	0	6	1	sahul_extended
rosettaproject_zmu_swadesh-1	zmu	Muruwari	transcription	378	297	49	2	16	6	3	2	4	1	sahul_extended
rosettaproject_zne_swadesh-1	zne	Zande	transcription	528	442	51	1	17	6	4	2	0	0	extended_worldwide
rosettaproject_zng_swadesh-1	zng	Mang	transcription	93	92	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_zrs_swadesh-1	zrs	Mairasi	transcription	346	279	38	1	13	1	4	2	1	0	extended_worldwide
rosettaproject_zul_swadesh-1	zul	Zulu	transcription	131	130	1	0	0	0	0	0	0	0	core_swadesh
rosettaproject_zwa_swadesh-1	zwa	Zay	transcription	97	94	3	0	0	0	0	0	0	0	core_swadesh
